time,open,close,high,low,volume,Unnamed: 0
1.62863E+12,0.25819,0.25748,0.25854,0.25748,4261.955152,
1.62863E+12,0.25733,0.25781,0.25856,0.25721,3365.093702,
1.62863E+12,0.25793,0.25784,0.25815,0.25784,301.0418682,
1.62863E+12,0.25762,0.25661,0.25762,0.25661,2050.863063,
1.62863E+12,0.25739,0.25725,0.25739,0.25696,602.7279323,
1.62863E+12,0.25734,0.25734,0.25734,0.25734,250,
1.62863E+12,0.25725,0.25738,0.25738,0.25722,299.6499617,
1.62863E+12,0.25756,0.25839,0.25869,0.25756,1901.606289,
1.62863E+12,0.25819,0.25819,0.25819,0.25819,50,
1.62863E+12,0.25783,0.2584,0.2584,0.25783,55.13532051,
1.62863E+12,0.25837,0.2584,0.2584,0.25837,500.01572,
1.62863E+12,0.2587,0.259,0.2593,0.25853,7436.10391,
1.62863E+12,0.25905,0.25962,0.25973,0.25905,16541.88953,
1.62863E+12,0.25962,0.25971,0.25994,0.25936,110893.9326,
1.62863E+12,0.25931,0.2597,0.25994,0.25931,49903.11078,
1.62863E+12,0.25967,0.25973,0.25973,0.25937,100452.5592,
1.62863E+12,0.25973,0.26051,0.26051,0.25971,142151.7478,
1.62863E+12,0.26031,0.26077,0.26093,0.26029,172192.8514,
1.62863E+12,0.2604,0.26123,0.26136,0.2604,109261.1059,
1.62863E+12,0.26061,0.26148,0.26179,0.26061,56856.4711,
1.62863E+12,0.26148,0.26128,0.26179,0.26124,43064.01871,
1.62863E+12,0.26128,0.25922,0.26128,0.25921,64540.19503,
1.62863E+12,0.25956,0.25995,0.26014,0.25952,4655.79068,
1.62863E+12,0.25995,0.25955,0.25995,0.25955,2317.274359,
1.62863E+12,0.25945,0.25957,0.2602,0.25945,14020.62675,
1.62863E+12,0.25965,0.25978,0.26013,0.25957,1300.362014,
1.62863E+12,0.25992,0.26018,0.26078,0.25992,226057.2969,
1.62863E+12,0.26087,0.26082,0.26087,0.26079,800,
1.62863E+12,0.2605,0.26008,0.2605,0.26006,686.56,
1.62863E+12,0.25994,0.2594,0.25994,0.2594,19082.98582,
1.62863E+12,0.25979,0.25946,0.25997,0.25946,7171.388639,
1.62863E+12,0.25936,0.25989,0.25989,0.2593,6592.182,
1.62863E+12,0.2594,0.2597,0.25973,0.2594,11319.89938,
1.62863E+12,0.25941,0.2595,0.2597,0.25921,1520.369124,
1.62863E+12,0.25924,0.25978,0.25992,0.25924,21075.4,
1.62863E+12,0.25943,0.25954,0.25973,0.25939,5100,
1.62863E+12,0.25922,0.25777,0.25922,0.25737,12171.62471,
1.62863E+12,0.25793,0.25771,0.25793,0.25704,5919.845681,
1.62863E+12,0.25733,0.25672,0.2574,0.25665,2836.827688,
1.62863E+12,0.25713,0.25793,0.25795,0.25676,1305.583953,
1.62863E+12,0.25799,0.25741,0.25799,0.25741,1900,
1.62863E+12,0.25789,0.25765,0.25793,0.25765,350,
1.62863E+12,0.25812,0.25845,0.25845,0.25812,100.4317743,
1.62863E+12,0.25838,0.25827,0.25838,0.25824,620,
1.62863E+12,0.2585,0.25864,0.25865,0.25827,1000,
1.62863E+12,0.2587,0.25951,0.25951,0.2587,1316.528284,
1.62863E+12,0.25958,0.25973,0.25973,0.25958,6046.369,
1.62863E+12,0.25981,0.25846,0.25992,0.25846,52689.12894,
1.62863E+12,0.25885,0.2596,0.2596,0.25885,253.6980331,
1.62863E+12,0.2596,0.25878,0.2596,0.25878,300.5384097,
1.62863E+12,0.25854,0.25876,0.25876,0.25854,1251.339044,
1.62863E+12,0.25876,0.25876,0.25876,0.25876,500.4104567,
1.62863E+12,0.25856,0.2587,0.25896,0.25854,6125.882572,
1.62863E+12,0.25922,0.25922,0.25922,0.25922,50,
1.62863E+12,0.25958,0.25988,0.25988,0.25931,450,
1.62863E+12,0.25994,0.26002,0.26002,0.25994,13234.07324,
1.62863E+12,0.26008,0.25991,0.26008,0.25991,300,
1.62863E+12,0.26005,0.26003,0.26005,0.25967,4378.578751,
1.62863E+12,0.26001,0.25971,0.26001,0.25971,3020.05836,
1.62863E+12,0.2598,0.2598,0.2598,0.2598,1.58348984,
1.62863E+12,0.2598,0.25937,0.2598,0.25937,406.937252,
1.62863E+12,0.25956,0.2596,0.2596,0.25916,752.199986,
1.62863E+12,0.25949,0.25949,0.25949,0.25925,350,
1.62863E+12,0.25914,0.258,0.25914,0.258,6439.954985,
1.62863E+12,0.25835,0.25932,0.25932,0.25804,501.0841,
1.62863E+12,0.25922,0.25953,0.25953,0.2592,50250,
1.62863E+12,0.25958,0.26073,0.26073,0.25954,30873.0746,
1.62863E+12,0.26074,0.26053,0.26075,0.25992,14950.049,
1.62863E+12,0.26064,0.2603,0.26064,0.2598,4596.19352,
1.62863E+12,0.26027,0.26006,0.26027,0.26006,200,
1.62863E+12,0.26033,0.25939,0.26033,0.25939,4693.483374,
1.62863E+12,0.25942,0.25944,0.25966,0.25942,1717.308559,
1.62863E+12,0.25974,0.25955,0.25974,0.25955,551.3694519,
1.62863E+12,0.25954,0.25986,0.26022,0.25954,700.1579651,
1.62863E+12,0.25984,0.25989,0.25998,0.25958,1900,
1.62863E+12,0.2599,0.25977,0.2599,0.25977,2.00544078,
1.62863E+12,0.25983,0.25979,0.25983,0.25979,9113.866241,
1.62863E+12,0.25981,0.25915,0.25981,0.25901,3533.795405,
1.62863E+12,0.25925,0.25848,0.25925,0.25848,6186.596793,
1.62863E+12,0.25876,0.25978,0.25978,0.25876,2108.216785,
1.62863E+12,0.25968,0.25983,0.26031,0.25968,2207.314967,
1.62863E+12,0.26004,0.25974,0.26004,0.25974,100,
1.62863E+12,0.25985,0.26022,0.26022,0.25985,50.17136599,
1.62863E+12,0.26033,0.25994,0.26055,0.25994,29429.699,
1.62863E+12,0.25999,0.26051,0.26051,0.25999,150,
1.62863E+12,0.26035,0.26054,0.26054,0.26035,200,
1.62863E+12,0.26013,0.26013,0.26013,0.26013,185.45477,
1.62863E+12,0.26061,0.26043,0.26061,0.26043,1900.037887,
1.62863E+12,0.26055,0.26072,0.26087,0.26051,5976.027791,
1.62863E+12,0.26093,0.26129,0.26148,0.26081,31167.46222,
1.62863E+12,0.26105,0.26238,0.26238,0.26105,105046.7995,
1.62863E+12,0.262,0.26252,0.26333,0.26194,67416.07577,
1.62863E+12,0.2628,0.26225,0.2628,0.26178,6478.520633,
1.62863E+12,0.26277,0.26138,0.26324,0.26138,15573.27459,
1.62863E+12,0.26219,0.2614,0.2622,0.26139,4605.646179,
1.62863E+12,0.26153,0.2616,0.26192,0.26153,700,
1.62863E+12,0.26163,0.26075,0.26164,0.26052,11794.55989,
1.62863E+12,0.26094,0.26094,0.26094,0.26094,10000,
1.62863E+12,0.2606,0.25981,0.2609,0.25974,27031.14295,
1.62863E+12,0.25985,0.26024,0.2605,0.25985,6060.572357,
1.62863E+12,0.26005,0.26018,0.2604,0.25958,1801.276442,
1.62863E+12,0.26039,0.26033,0.26039,0.26033,500,
1.62863E+12,0.26038,0.26023,0.26038,0.25976,850.0852689,
1.62863E+12,0.25991,0.25994,0.26,0.25991,450.1194903,
1.62863E+12,0.25956,0.25969,0.25969,0.25956,150,
1.62863E+12,0.25942,0.25906,0.25942,0.25845,4932.176686,
1.62863E+12,0.25908,0.25928,0.2597,0.2589,14072.04217,
1.62863E+12,0.25937,0.2576,0.25937,0.25709,26232.09716,
1.62863E+12,0.25812,0.25912,0.25913,0.25756,3450.43128,
1.62863E+12,0.25928,0.25888,0.25928,0.25816,18554.91906,
1.62863E+12,0.259,0.2582,0.25906,0.2582,135572.3975,
1.62863E+12,0.25845,0.25814,0.25845,0.25762,4854.893191,
1.62863E+12,0.2577,0.25681,0.25795,0.25649,12024.91353,
1.62863E+12,0.25731,0.25582,0.25731,0.25582,5228.630072,
1.62863E+12,0.25565,0.25677,0.25677,0.25558,44514.43461,
1.62864E+12,0.257,0.25758,0.25779,0.257,2400.433662,
1.62864E+12,0.25754,0.25725,0.25754,0.2567,4012.22871,
1.62864E+12,0.25745,0.25647,0.25745,0.25647,450.4795463,
1.62864E+12,0.25664,0.25727,0.25727,0.25664,2050,
1.62864E+12,0.25728,0.25824,0.25824,0.25728,57151.91941,
1.62864E+12,0.25781,0.25777,0.25835,0.25775,300.304753,
1.62864E+12,0.25785,0.25798,0.25831,0.25785,652.5274403,
1.62864E+12,0.25841,0.25842,0.25855,0.25816,3948.93743,
1.62864E+12,0.25843,0.25852,0.25852,0.25843,200,
1.62864E+12,0.2581,0.25833,0.25833,0.25792,352.9275962,
1.62864E+12,0.25845,0.25848,0.25852,0.25845,650,
1.62864E+12,0.25854,0.25845,0.25857,0.25822,4798.969024,
1.62864E+12,0.25818,0.25815,0.25818,0.25798,29853.38984,
1.62864E+12,0.2578,0.25824,0.25824,0.25775,5920.950347,
1.62864E+12,0.25843,0.25788,0.25843,0.25788,51139.33949,
1.62864E+12,0.25788,0.25662,0.25788,0.2565,1402.468194,
1.62864E+12,0.25649,0.25597,0.25655,0.25594,8553.34843,
1.62864E+12,0.25662,0.25658,0.2571,0.25658,754.8896996,
1.62864E+12,0.25728,0.2573,0.2573,0.25728,100,
1.62864E+12,0.25708,0.25643,0.25708,0.25636,2249.557,
1.62864E+12,0.25621,0.25639,0.25639,0.25619,1550,
1.62864E+12,0.25594,0.25612,0.25655,0.25593,232.2071278,
1.62864E+12,0.25622,0.25614,0.25637,0.25554,2584.856091,
1.62864E+12,0.25611,0.25618,0.25618,0.25555,892.4520854,
1.62864E+12,0.25644,0.25694,0.25694,0.25644,50.86874169,
1.62864E+12,0.25698,0.25709,0.25709,0.25698,1000,
1.62864E+12,0.25702,0.25695,0.25702,0.25695,100,
1.62864E+12,0.25667,0.25712,0.25712,0.25667,50.00556643,
1.62864E+12,0.25712,0.25732,0.25732,0.25712,250,
1.62864E+12,0.25703,0.2578,0.2578,0.25703,1800.205654,
1.62864E+12,0.25724,0.25732,0.25756,0.25691,51398.85082,
1.62864E+12,0.25677,0.25574,0.25677,0.25573,7529.777742,
1.62864E+12,0.2558,0.25562,0.25622,0.25506,12016.169,
1.62864E+12,0.25581,0.25548,0.25588,0.25548,6365.494373,
1.62864E+12,0.25585,0.25509,0.25606,0.25509,1850.43556,
1.62864E+12,0.25531,0.25556,0.25556,0.25466,25016.7131,
1.62864E+12,0.25559,0.25543,0.25565,0.25499,2974.383436,
1.62864E+12,0.25554,0.25558,0.25596,0.25554,250.6989464,
1.62864E+12,0.25584,0.25597,0.25597,0.25584,5580,
1.62864E+12,0.25614,0.25614,0.25614,0.25614,100,
1.62864E+12,0.25552,0.25572,0.25572,0.2555,987.6271,
1.62864E+12,0.25579,0.25579,0.25579,0.25579,250,
1.62864E+12,0.25579,0.2555,0.25579,0.25474,50564.87364,
1.62864E+12,0.25559,0.25531,0.25564,0.25531,550,
1.62864E+12,0.25566,0.25566,0.25566,0.25566,51.81535064,
1.62864E+12,0.25588,0.25593,0.25593,0.25588,50,
1.62864E+12,0.25587,0.25616,0.25616,0.25587,0.78378648,
1.62864E+12,0.256,0.25593,0.256,0.25593,2600,
1.62864E+12,0.25534,0.25501,0.25534,0.25459,5438.863216,
1.62864E+12,0.25496,0.25511,0.25512,0.25476,700.4113643,
1.62864E+12,0.25544,0.25517,0.25544,0.25484,2700.75424,
1.62864E+12,0.25512,0.25479,0.25512,0.25412,11633.57933,
1.62864E+12,0.255,0.254,0.255,0.254,2051.982364,
1.62864E+12,0.25449,0.25449,0.25449,0.25449,150,
1.62864E+12,0.25494,0.25491,0.25494,0.25491,100,
1.62864E+12,0.25503,0.25559,0.25559,0.25503,96328.13171,
1.62864E+12,0.25539,0.25539,0.25539,0.25539,0.36659696,
1.62864E+12,0.25538,0.25559,0.25559,0.25538,500.0000044,
1.62864E+12,0.25588,0.25668,0.25668,0.25588,1024.445575,
1.62864E+12,0.25672,0.25643,0.25699,0.256,1989.596,
1.62864E+12,0.25646,0.25612,0.25646,0.25612,300,
1.62864E+12,0.25663,0.25599,0.25663,0.25599,200,
1.62864E+12,0.25626,0.25626,0.25626,0.25626,100.0441109,
1.62864E+12,0.25693,0.25621,0.25693,0.25621,450,
1.62864E+12,0.25668,0.25674,0.25674,0.25634,400.3859148,
1.62864E+12,0.25674,0.25674,0.25674,0.25674,50,
1.62864E+12,0.25658,0.25732,0.25732,0.25658,473.8531191,
1.62864E+12,0.25737,0.25728,0.25759,0.25728,3150,
1.62864E+12,0.25738,0.25687,0.25738,0.25657,400.4766277,
1.62864E+12,0.25687,0.25687,0.25687,0.25687,100,
1.62864E+12,0.25666,0.25665,0.25666,0.25665,1.48315043,
1.62864E+12,0.25649,0.25621,0.25649,0.25621,0.86684834,
1.62864E+12,0.25647,0.25637,0.25647,0.25637,500.3685461,
1.62864E+12,0.25667,0.25667,0.25667,0.25667,50,
1.62864E+12,0.25621,0.25614,0.25621,0.25614,250,
1.62864E+12,0.257,0.25698,0.25725,0.25698,752.3304111,
1.62864E+12,0.25728,0.25706,0.25744,0.25706,50.88588015,
1.62864E+12,0.25741,0.25701,0.25741,0.25701,40250.05004,
1.62864E+12,0.25705,0.25705,0.25705,0.25705,50,
1.62864E+12,0.2572,0.25729,0.25729,0.2572,300.698471,
1.62864E+12,0.25756,0.25756,0.25756,0.25756,50,
1.62864E+12,0.25783,0.258,0.258,0.25781,600,
1.62864E+12,0.25809,0.25705,0.25809,0.25705,1600.432245,
1.62864E+12,0.25784,0.25835,0.25841,0.25784,1703.425104,
1.62864E+12,0.2584,0.25843,0.25892,0.2584,5452.597468,
1.62864E+12,0.25791,0.25737,0.25821,0.25733,4392.872266,
1.62864E+12,0.25745,0.25745,0.25752,0.25745,554.5203836,
1.62864E+12,0.25812,0.2582,0.25822,0.25812,150,
1.62864E+12,0.25764,0.25802,0.25802,0.25764,50.13242195,
1.62864E+12,0.2578,0.25771,0.25782,0.2575,600,
1.62864E+12,0.25761,0.25733,0.25761,0.25733,50.77221978,
1.62864E+12,0.25705,0.2569,0.25705,0.2569,50,
1.62864E+12,0.25737,0.25666,0.25737,0.25666,3416.123843,
1.62864E+12,0.25671,0.25671,0.25671,0.25671,50,
1.62864E+12,0.25694,0.25725,0.25726,0.25694,651.8796977,
1.62864E+12,0.25755,0.25755,0.25755,0.25755,50,
1.62864E+12,0.25755,0.25733,0.25777,0.25733,1990.66759,
1.62864E+12,0.25784,0.25873,0.25873,0.25784,600.8640189,
1.62864E+12,0.25801,0.25866,0.25866,0.25801,400.5913685,
1.62864E+12,0.2584,0.25891,0.25891,0.25839,600,
1.62864E+12,0.25891,0.25876,0.25898,0.25842,2351.295011,
1.62864E+12,0.25808,0.25828,0.25828,0.25808,502.5116178,
1.62864E+12,0.25841,0.25815,0.25844,0.25769,3200,
1.62864E+12,0.25793,0.2571,0.25798,0.2571,8014.787335,
1.62864E+12,0.25705,0.25716,0.25716,0.25678,1200,
1.62864E+12,0.25714,0.2565,0.2572,0.2565,1304.993294,
1.62864E+12,0.25675,0.25661,0.25675,0.25661,2300,
1.62864E+12,0.25668,0.25676,0.25688,0.25652,602.9765165,
1.62864E+12,0.25649,0.25648,0.25649,0.2564,650,
1.62864E+12,0.25728,0.25798,0.25798,0.25728,973.0866503,
1.62864E+12,0.25745,0.25736,0.25745,0.25729,106.3775632,
1.62864E+12,0.25772,0.25879,0.2595,0.25772,2461781.655,
1.62864E+12,0.25879,0.2584,0.25885,0.2584,125986.5023,
1.62864E+12,0.25879,0.25837,0.25898,0.25837,111562.6713,
1.62864E+12,0.25851,0.2585,0.25861,0.2585,16327.66361,
1.62864E+12,0.2582,0.2582,0.2582,0.2582,0.43031943,
1.62864E+12,0.25828,0.25807,0.25828,0.25807,200,
1.62864E+12,0.25791,0.25737,0.25791,0.25735,10630.77848,
1.62864E+12,0.25733,0.2571,0.2576,0.25705,3950,
1.62864E+12,0.25782,0.25782,0.25782,0.25782,50,
1.62864E+12,0.2575,0.25783,0.25783,0.2575,200.3922037,
1.62864E+12,0.25784,0.25834,0.25834,0.25784,1050.43177,
1.62864E+12,0.25841,0.25846,0.25846,0.25841,50,
1.62864E+12,0.25843,0.25895,0.25895,0.25843,550.4308,
1.62864E+12,0.25829,0.25843,0.25895,0.25829,1020.92358,
1.62864E+12,0.25874,0.25873,0.25904,0.25832,3502,
1.62864E+12,0.25909,0.25993,0.25993,0.25879,703.3795242,
1.62864E+12,0.25994,0.26011,0.26012,0.25965,1101.700426,
1.62864E+12,0.26014,0.25989,0.26016,0.25927,4412.420904,
1.62864E+12,0.25972,0.25955,0.25972,0.25955,100,
1.62864E+12,0.25991,0.25911,0.25991,0.2589,1201.028275,
1.62864E+12,0.25945,0.25945,0.25945,0.25945,1500,
1.62864E+12,0.25896,0.25896,0.25896,0.25896,845.542007,
1.62864E+12,0.25878,0.25797,0.25887,0.25797,570.7554374,
1.62864E+12,0.2586,0.25849,0.25873,0.25849,450.9923333,
1.62864E+12,0.25817,0.25847,0.25847,0.258,51242,
1.62864E+12,0.25822,0.25883,0.25883,0.25822,550,
1.62864E+12,0.25836,0.25875,0.25875,0.25836,100.0548777,
1.62864E+12,0.259,0.259,0.259,0.259,0.43031,
1.62864E+12,0.259,0.25929,0.25929,0.25882,200.6160974,
1.62864E+12,0.25929,0.25958,0.25958,0.25929,0.42935,
1.62864E+12,0.25958,0.25885,0.26011,0.25885,1070.745161,
1.62864E+12,0.25878,0.25853,0.25878,0.25853,311.2657,
1.62864E+12,0.25901,0.25891,0.25901,0.25891,2403.7235,
1.62864E+12,0.25849,0.25848,0.25849,0.25848,50,
1.62864E+12,0.25892,0.25896,0.25896,0.25892,500,
1.62864E+12,0.25923,0.25921,0.25923,0.25921,250,
1.62864E+12,0.259,0.2589,0.259,0.2586,350.0932525,
1.62864E+12,0.25889,0.25874,0.25904,0.25874,9371.103991,
1.62864E+12,0.25844,0.25837,0.25844,0.25837,850,
1.62864E+12,0.25886,0.25883,0.25886,0.25883,402.2801759,
1.62864E+12,0.25903,0.25903,0.25903,0.25903,50,
1.62864E+12,0.25883,0.2587,0.25883,0.2587,250,
1.62864E+12,0.25825,0.25825,0.25825,0.25825,50,
1.62864E+12,0.25826,0.25848,0.25885,0.25826,300.0109705,
1.62864E+12,0.2588,0.25827,0.25902,0.25827,115.7869491,
1.62864E+12,0.25868,0.25883,0.25883,0.25868,502.5435746,
1.62864E+12,0.25859,0.25859,0.25859,0.25859,2447.104,
1.62864E+12,0.25871,0.25896,0.25903,0.25871,10398.40908,
1.62864E+12,0.25921,0.25924,0.25924,0.25921,100,
1.62864E+12,0.25929,0.25928,0.25929,0.25928,3871.24587,
1.62864E+12,0.25928,0.25951,0.26003,0.25921,257506.7685,
1.62864E+12,0.25936,0.25908,0.25936,0.25908,250.1474908,
1.62864E+12,0.25913,0.25889,0.25913,0.25889,350.4288744,
1.62865E+12,0.25954,0.25944,0.25954,0.25944,252.7055835,
1.62865E+12,0.25951,0.25931,0.25951,0.25931,350,
1.62865E+12,0.25951,0.25932,0.25951,0.25932,500,
1.62865E+12,0.25955,0.25937,0.25955,0.25937,1893.72202,
1.62865E+12,0.25937,0.25955,0.25987,0.25937,28187.68801,
1.62865E+12,0.25975,0.261,0.26101,0.25975,2768.876682,
1.62865E+12,0.26066,0.26038,0.26121,0.26038,7352.106617,
1.62865E+12,0.26096,0.26046,0.26096,0.26046,10703.61543,
1.62865E+12,0.26039,0.25997,0.26062,0.25997,752.1960827,
1.62865E+12,0.26031,0.25994,0.26061,0.25994,43603.89305,
1.62865E+12,0.25995,0.25967,0.25997,0.25967,50207.07218,
1.62865E+12,0.25965,0.25943,0.2597,0.25942,1600.427916,
1.62865E+12,0.25969,0.25936,0.25987,0.25936,3119.98459,
1.62865E+12,0.25907,0.25892,0.25917,0.2588,3635.114885,
1.62865E+12,0.25904,0.25896,0.25906,0.25896,103.8668771,
1.62865E+12,0.25878,0.25913,0.25913,0.25872,550,
1.62865E+12,0.25894,0.2586,0.25906,0.2586,600.5638832,
1.62865E+12,0.25896,0.25894,0.25901,0.2586,2982.412097,
1.62865E+12,0.25894,0.25894,0.25894,0.25894,50,
1.62865E+12,0.25924,0.25879,0.25924,0.25879,300.0874454,
1.62865E+12,0.25873,0.25854,0.25888,0.25854,450.1151942,
1.62865E+12,0.25892,0.25904,0.25904,0.25886,501.7517484,
1.62865E+12,0.25861,0.25855,0.25886,0.25855,150,
1.62865E+12,0.25908,0.25882,0.25908,0.25882,500.2688698,
1.62865E+12,0.25939,0.25972,0.2598,0.25939,250,
1.62865E+12,0.25973,0.25973,0.25973,0.25973,50,
1.62865E+12,0.25987,0.25972,0.26007,0.25972,1650,
1.62865E+12,0.25981,0.25981,0.25981,0.25981,50,
1.62865E+12,0.26015,0.25994,0.26032,0.25994,850.6677018,
1.62865E+12,0.2603,0.26028,0.26074,0.26024,6613.199962,
1.62865E+12,0.26058,0.26069,0.26069,0.26027,950.2655554,
1.62865E+12,0.26067,0.26074,0.26074,0.26067,16011.21831,
1.62865E+12,0.2607,0.26113,0.2614,0.2607,18306.78129,
1.62865E+12,0.26113,0.2614,0.26161,0.26088,2473.794639,
1.62865E+12,0.26161,0.26228,0.26228,0.26159,2352.110737,
1.62865E+12,0.26225,0.26228,0.26228,0.26186,31250.95853,
1.62865E+12,0.26187,0.26217,0.26223,0.2614,11250,
1.62865E+12,0.26193,0.26191,0.26231,0.26186,20350,
1.62865E+12,0.262,0.2614,0.262,0.2614,77083.32058,
1.62865E+12,0.26139,0.26125,0.26139,0.26061,1891.775068,
1.62865E+12,0.26161,0.26231,0.26231,0.26161,20250.85154,
1.62865E+12,0.26233,0.2626,0.26351,0.26233,6875.890115,
1.62865E+12,0.2631,0.26252,0.2633,0.26252,400.7846892,
1.62865E+12,0.26254,0.26336,0.26336,0.26254,21300.45516,
1.62865E+12,0.26324,0.26272,0.26343,0.26222,114569.3011,
1.62865E+12,0.26258,0.2616,0.26258,0.2616,5395.635402,
1.62865E+12,0.26208,0.26155,0.26229,0.26155,11071.87405,
1.62865E+12,0.26215,0.26169,0.26219,0.26169,150.085317,
1.62865E+12,0.26152,0.26318,0.26328,0.26152,2300.84777,
1.62865E+12,0.26303,0.26197,0.26303,0.26197,204.5894602,
1.62865E+12,0.26168,0.26198,0.26214,0.2616,600,
1.62865E+12,0.26188,0.26204,0.26204,0.26142,2407.429175,
1.62865E+12,0.26181,0.2611,0.26196,0.2611,23676.18779,
1.62865E+12,0.26085,0.26103,0.26112,0.26026,35021.29877,
1.62865E+12,0.26052,0.26067,0.26088,0.26032,700,
